Malli;Numero;Kohteen osoite;Postinumero;Postitoimipaikka;Sijaintipaikan tyyppi;Sijaintipaikka;Aukioloaika;Aukioloaika (lis�tiedot);Koordinaatti LAT;Koordinaatti LON
O;04402;VOUDINKATU 5;21200;RAISIO;KAUPPA;K-SUPERMARKET RAISIO CENTER;24 H AUKIOLO;;60.490291;22.170818
O;05197;KESKUSKAARI 5;21250;MASKU;PANKIN KONTTORI;OP MASKU;24 H AUKIOLO;;60.570205;22.095911
O;03826;NUMMENTIE 3;21270;NOUSIAINEN;PANKIN KONTTORI;OP NOUSIAINEN;24 H AUKIOLO;;60.598570;22.084450
O;03889;IT�NIITYNTIE 15;21280;RAISIO;TAVARATALO;IKEA RAISIO;24 H AUKIOLO;;60.489990;22.210700
EP;05547;MYLLYNKATU 1;21280;RAISIO;KAUPPAKESKUS;MYLLY/MUSIIKKINURKKA;LIIKETILAN AUKIOLO;;60.490770;22.197830
EP;05548;MYLLYNKATU 1;21280;RAISIO;KAUPPAKESKUS;MYLLY;LIIKETILAN AUKIOLO;;60.490790;22.198080
T;40092;MYLLYNKATU 1;21280;RAISIO;KAUPPAKESKUS;MYLLY/PRISMA SIS.K�YNTI;LIIKETILAN AUKIOLO;;60.490600;22.202730
O;03823;VANHATIE 2;21290;RUSKO;PANKIN KONTTORI;OP RUSKO;24 H AUKIOLO;;60.541366;22.221073
O;04672;TURUNTIE 2;21380;AURA;PANKIN KONTTORI;OP AURA;24 H AUKIOLO;;60.646206;22.590869
O;04499;HANHENKAARI 3;21420;LIETO;KAUPPA;S-MARKET LIETO;24 H AUKIOLO;;60.504341;22.459615
P;05663;HYV�TTYL�NTIE 4;21420;LIETO;PANKIN KONTTORI;SP LIETO;24 H AUKIOLO;;60.504816;22.458149
O;03747;KIRKKOTIE 2;21490;MARTTILA;PANKIN KONTTORI;OP MARTTILA;24 H AUKIOLO;;60.584671;22.900143
O;04703;LUKKARINTIE 2;21500;PIIKKI�;KAUPPA;K-MARKET PIIKKI�;24 H AUKIOLO;;60.425320;22.514620
O;05036;ASEMATIE 1;21530;PAIMIO;LIIKEKIINTEIST�;PAIMION TORIKESKUS;24 H AUKIOLO;;60.457940;22.688877
T;40153;VISTANTIE 21;21530;PAIMIO;PANKIN KONTTORI;OP PAIMIO;ITSEPALVELUALUEEN AUKIOLO;24/7;60.456200;22.689150
O;04818;VILJONTIE 1;21570;SAUVO;PANKIN KONTTORI;OP SAUVO;24 H AUKIOLO;;60.343120;22.693810
P;05746;KIRKKOESPLANADI 32;21600;PARAINEN;KAUPPA;K-SUPERMARKET REIMARI;24 H AUKIOLO;;60.308980;22.308190
T;40146;RANTATIE 20;21600;PARAINEN;PANKIN KONTTORI;OP PARAINEN;ITSEPALVELUALUEEN AUKIOLO;klo 6-23;60.301840;22.302040
P;05717;RANTATIE 8;21600;PARAINEN;PANKIN KONTTORI;NORDEA PARAINEN;24 H AUKIOLO;;60.299570;22.302080
O;04152;KES�TORI 1;21660;NAUVO;PANKIN KONTTORI;OP NAUVO;24 H AUKIOLO;;60.192520;21.909695
O;04501;KYR�NTIE 28;21800;KYR�;KAUPPA;SALE KYR�NTIE;24 H AUKIOLO;;60.703570;22.754980
O;04403;TURUNTIE 631;21870;RIIHIKOSKI;PANKIN KONTTORI;OP P�YTY�;24 H AUKIOLO;;60.718570;22.603080
O;04309;HAVERINTIE 6;21900;YL�NE;PANKIN KONTTORI;OP YL�NE;24 H AUKIOLO;;60.878810;22.411230
O;04385;K�PMANSGATAN 2;22100;MAARIANHAMINA;PANKIN KONTTORI;OP MAARIANHAMINA;24 H AUKIOLO;;60.101340;19.941880
O;05067;NYGATAN 2;22100;MAARIANHAMINA;PANKIN KONTTORI;�LANDSBANKEN - CITY;24 H AUKIOLO;;60.100444;19.943256
O;03805;STRANDHAGSV�GEN 11;22100;MAARIANHAMINA;PANKIN KONTTORI;�LANDSBANKEN - STRANDN�S;24 H AUKIOLO;;60.117578;19.942334
O;04212;TORGGATAN 10;22100;MAARIANHAMINA;PANKIN KONTTORI;NORDEA MARIEHAMN;24 H AUKIOLO;;60.099010;19.942020
O;05199;SPARV�GEN 1;22150;JOMALA;KAUPPAKESKUS;K�PCENTRUM MAXINGE;24 H AUKIOLO;;60.130081;19.933818
O;03759;VON KNORRINGSV�GEN 1;22410;GODBY;PANKIN KONTTORI;�LANDSBANKEN - GODBY;24 H AUKIOLO;;60.233957;20.001817
O;04971;VIRASTOTIE 2;23100;MYN�M�KI;PANKIN KONTTORI;OP MYN�M�KI;24 H AUKIOLO;;60.679131;21.987756
O;04034;VINKKIL�NTIE 17;23200;VINKKIL�;PANKIN KONTTORI;OP VINKKIL�;24 H AUKIOLO;;60.686149;21.713575
O;04375;IHATTULANTIE 5;23310;TAIVASSALO;PANKIN KONTTORI;OP TAIVASSALO;24 H AUKIOLO;;60.561030;21.615505
P;05777;KIVIMAANTIE 20;23360;KUSTAVI;PANKIN KONTTORI;OP KUSTAVI;24 H AUKIOLO;;60.545770;21.358890
O;05202;KETUNKALLIONTIE 3 C;23500;UUSIKAUPUNKI;KAUPPA;SIWA / IT�POIJU;24 H AUKIOLO;;60.805034;21.423127
T;40145;KOULUKATU 1;23500;UUSIKAUPUNKI;PANKIN KONTTORI;OP UUSIKAUPUNKI;ITSEPALVELUALUEEN AUKIOLO;klo 6 - 23;60.799430;21.411550
O;04633;RAUHANKATU 4;23500;UUSIKAUPUNKI;PANKIN KONTTORI;NORDEA UUSIKAUPUNKI;24 H AUKIOLO;;60.799672;21.408562
T;40148;KAUPPAKATU 3;23800;LAITILA;KAUPPA;K-SUPERMARKET LAITILA;LIIKETILAN AUKIOLO;;60.876080;21.698190
O;04345;KESKUSKATU 20;23800;LAITILA;PANKIN KONTTORI;OP LAITILA;24 H AUKIOLO;;60.880509;21.694903
P;05669;VIHTORINKATU 5;23800;LAITILA;PANKIN KONTTORI;NORDEA LAITILA;24 H AUKIOLO;;60.879620;21.694130
O;05133;HELSINGINTIE 14;24100;SALO;KAUPPA;SALE SALO;24 H AUKIOLO;;60.386571;23.135984
P;05755;HORNINKATU 11;24100;SALO;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;60.385080;23.129740
O;04643;H�MEENTIE 24;24100;SALO;TAVARATALO;K-CITYMARKET SALO;24 H AUKIOLO;;60.389935;23.127363
O;04550;VILHONKATU 14;24100;SALO;KAUPPAKESKUS;ANTTILA SALO;LIIKETILAN AUKIOLO;;60.386233;23.125372
EP;05690;VILHONKATU 8;24100;SALO;KAUPPAKESKUS;PLAZA 2. KRS;LIIKETILAN AUKIOLO;;60.386373;23.124741
T;40053;VILHONKATU 8;24100;SALO;KAUPPAKESKUS;PLAZA 1.KRS;LIIKETILAN AUKIOLO;;60.386370;23.124740
O;05131;RUOKSM�ENTIE 1;24260;SALO;LIIKENNEPAIKKA;ABC PIIHOVI;LIIKETILAN AUKIOLO;;60.419197;23.164796
O;04491;HALIKONTIE 2;24800;HALIKKO;KAUPPA;K-MARKET PIRKKATORI;24 H AUKIOLO;;60.396428;23.080738
EP;05636;PRISMANTIE 2;24800;HALIKKO;TAVARATALO;PRISMA HALIKKO;LIIKETILAN AUKIOLO;;60.393950;23.085490
O;05159;INKEREENTIE 1023;25190;PERTTELI;PANKIN KONTTORI;OP INKERE;24 H AUKIOLO;;60.436300;23.277520
P;05711;KIRKKOTIE 10;25390;KIIKALA;PANKIN KONTTORI;OP KIIKALA;24 H AUKIOLO;;60.460930;23.551970
O;05209;BULEVARDI 10;25410;SUOMUSJ�RVI;HUOLTOASEMA;TEBOIL KIVIHOVI;LIIKETILAN AUKIOLO;;60.380049;23.615747
O;04132;TOIJANTIE 7;25460;KISKO;PANKIN KONTTORI;OP TOIJA;24 H AUKIOLO;;60.264661;23.446250
P;05862;HAARLANTIE 21;25500;PERNI�;KAUPPA;S-MARKET PERNI�;24 H AUKIOLO;;60.205330;23.114880
O;05012;SALONTIE 4;25500;PERNI�;PANKIN KONTTORI;OP PERNI�;24 H AUKIOLO;;60.205826;23.122898
O;04841;ARKADIANTIE 13;25700;KEMI�;KAUPPA;K-MARKET KEMI�;24 H AUKIOLO;;60.161730;22.729620
O;04608;KOLAPAKANTIE 2;25900;TAALINTEHDAS;KAUPPA;SALE TAALINTEHDAS;24 H AUKIOLO;;60.020886;22.507714
O;04168;KARJALANKATU 5;26100;RAUMA;TAVARATALO;K-CITYMARKET RAUMA;LIIKETILAN AUKIOLO;;61.132382;21.507440
O;05119;KAUPPAKATU 1;26100;RAUMA;PANKIN KONTTORI;OP KAUPPAKATU;24 H AUKIOLO;;61.128280;21.506460
T;40046;KAUPPAKATU 1;26100;RAUMA;PANKIN KONTTORI;OP RAUMA KAUPPAKATU;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 5-23;61.128220;21.506140
P;05923;NORTAMONKATU 10;26100;RAUMA;PANKIN KONTTORI;NORDEA RAUMA;24 H AUKIOLO;;61.130160;21.506010
O;03839;PORINTIE 4;26100;RAUMA;TAVARATALO;PRISMA RAUMA;24 H AUKIOLO;;61.132800;21.517080
O;04526;PORINTIE 4;26100;RAUMA;TAVARATALO;PRISMA RAUMA;24 H AUKIOLO;;61.132700;21.514500
O;03819;SAHANKATU 2;26100;RAUMA;KAUPPA;PICK N PAY RAUMA;24 H AUKIOLO;;61.123677;21.501560
O;05116;TEOLLISUUSKATU 2;26100;RAUMA;KAUPPA;K-SUPERMARKET VESSELI;24 H AUKIOLO;;61.118559;21.506388
O;04048;�YH�NJ�RVENTIE 1;26100;RAUMA;KAUPPA;S-MARKET �YH�;24 H AUKIOLO;;61.131860;21.540698
O;03837;LAHDENKATU 11;26200;RAUMA;PANKIN KONTTORI;OP SYV�RAUMA;24 H AUKIOLO;;61.144870;21.483120
O;05236;MONNANKATU 6;26660;RAUMA;KAUPPA;SALE RAUMA;24 H AUKIOLO;;61.120764;21.528243
P;05869;KIRKKOTIE 3;27100;EURAJOKI;PANKIN KONTTORI;OP EURAJOKI;24 H AUKIOLO;;61.201804;21.727938
O;04984;MEIJERITIE 2;27230;LAPPI;PANKIN KONTTORI;OP LAPPI;24 H AUKIOLO;;61.100872;21.846427
O;04070;EURAKOSKENTIE 38;27400;KIUKAINEN;PANKIN KONTTORI;OP KIUKAINEN;24 H AUKIOLO;;61.208120;22.083540
O;04157;PANELIANTIE 46;27430;PANELIA;PANKIN KONTTORI;OP PANELIA;24 H AUKIOLO;;61.226462;21.973225
O;04369;KAUPPATIE 3;27500;KAUTTUA;LIIKEKIINTEIST�;KAUTTUAN LIIKEKESKUS;24 H AUKIOLO;;61.115671;22.162809
T;40099;SATAKUNNANKATU 13;27510;EURA;KAUPPA;K-SUPERMARKET EURA;LIIKETILAN AUKIOLO;;61.129870;22.135740
O;04783;SATAKUNNANKATU 19;27510;EURA;PANKIN KONTTORI;OP EURA;24 H AUKIOLO;;61.130160;22.139755
O;04408;K�YLI�NTIE 1;27710;K�YLI�;PANKIN KONTTORI;OP K�YLI�;24 H AUKIOLO;;61.118401;22.307495
O;04142;PYH�J�RVENTIE 8;27800;S�KYL�;PANKIN KONTTORI;OP S�KYL�;24 H AUKIOLO;;61.046190;22.345710
O;03983;GALLEN-KALLELANKATU 9;28100;PORI;LIIKEKIINTEIST�;L�HI TAPIOLA;24 H AUKIOLO;;61.487140;21.793440
O;04095;ISOLINNANKATU 18;28100;PORI;KAUPPA;K-SUPERMARKET ISOLINNA;24 H AUKIOLO;;61.485256;21.800355
O;04687;KOLMIOKATU 2;28100;PORI;KAUPPA;PICK N PAY PORI;24 H AUKIOLO;;61.497987;21.809204
T;40066;SILTAPUISTOKATU 14;28100;PORI;KAUPPAKESKUS;PUUVILLA;LIIKETILAN AUKIOLO;;61.494580;21.799840
O;04343;YRJ�NKATU 10;28100;PORI;PANKIN KONTTORI;DANSKE PORI;24 H AUKIOLO;;61.486090;21.798040
O;05097;YRJ�NKATU 14;28100;PORI;KAUPPA;ISOKARHU;24 H AUKIOLO;;61.484812;21.797452
O;04806;YRJ�NKATU 18;28100;PORI;TAVARATALO;SOKOS PORI;24 H AUKIOLO;;61.483794;21.796945
O;03984;YRJ�NKATU 22;28100;PORI;PANKIN KONTTORI;OP PORI  BEPOP;24 H AUKIOLO;;61.482930;21.796530
T;40043;YRJ�NKATU 22;28100;PORI;KAUPPAKESKUS;BEPOP;LIIKETILAN AUKIOLO;;61.482710;21.796570
O;05096;KALEVANPUISTO 54;28120;PORI;KAUPPAKESKUS;K�PP�R�N LIIKEKESKUS;24 H AUKIOLO;;61.482923;21.762315
O;04524;TIKKULANTIE 2;28120;PORI;LIIKENNEPAIKKA;ABC TIKKULA;LIIKETILAN AUKIOLO;;61.487580;21.750980
EP;05516;IT�KESKUKSENKAARI 6;28130;PORI;TAVARATALO;PRISMA MIKKOLA / ETEL�;LIIKETILAN AUKIOLO;;61.453180;21.838930
EP;05517;IT�KESKUKSENKAARI 6;28130;PORI;TAVARATALO;PRISMA MIKKOLA / POHJOINEN;LIIKETILAN AUKIOLO;;61.454250;21.838410
O;04202;IT�KESKUKSENKAARI 8;28130;PORI;TAVARATALO;K-CITYMARKET MIKKOLA;24 H AUKIOLO;;61.453630;21.835600
O;04527;PRESIDENTINPUISTOKATU 14;28130;PORI;KIOSKI;R-KIOSKI PRESIDENTINPUISTOKATU;24 H AUKIOLO;;61.478090;21.802250
EP;05528;SATAKUNNANKATU 23;28130;PORI;KAUPPA;K-SUPERMARKET CITY;LIIKETILAN AUKIOLO;;61.477971;21.789978
O;04621;HYVEL�NTIE 1;28200;PORI;KIOSKI;R-KIOSKI  HYVEL�NTIE;24 H AUKIOLO;;61.499140;21.804180
O;04978;LUKKARINSANNANTIE 2;28300;PORI;KAUPPA;S-MARKET LUKKARINSANTA;24 H AUKIOLO;;61.488375;21.841450
O;05178;VANHAKOIVISTONTIE 10;28360;PORI;KAUPPA;K-SUPERMARKET RUOKAPORI;24 H AUKIOLO;;61.475052;21.822269
P;05752;FRIITALANTIE 18;28400;ULVILA;KAUPPAKESKUS;HANSA;24 H AUKIOLO;;61.428184;21.875053
P;05867;RAVANINTIE 1;28450;ULVILA;KAUPPA;SALE VANHA ULVILA;24 H AUKIOLO;;61.435610;21.896110
O;04338;ETEL�V�YL� 2;28610;PORI;TAVARATALO;PRISMA L�NSIPORI;24 H AUKIOLO;;61.478040;21.757580
O;04339;ETEL�V�YL� 2;28610;PORI;TAVARATALO;PRISMA L�NSIPORI;24 H AUKIOLO;;61.478040;21.757600
O;05134;OJURINTIE 2;28610;PORI;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;61.486220;21.745630
O;04271;HARRY GULLICHSENINTIE 14;28800;PORI;PANKIN KONTTORI;OP PIHLAVA;24 H AUKIOLO;;61.549990;21.593660
O;03829;KUIVALAHDENTIE 2 B;29100;LUVIA;PANKIN KONTTORI;OP LUVIA;24 H AUKIOLO;;61.360900;21.623980
T;40134;HARJAVALLANKATU 12;29200;HARJAVALTA;KAUPPA;K-SUPERMARKET MYLLY;LIIKETILAN AUKIOLO;;61.313830;22.146430
O;04340;HARJAVALLANKATU 13;29200;HARJAVALTA;PANKIN KONTTORI;OP HARJAVALTA;24 H AUKIOLO;;61.314180;22.145554
O;04099;HARJAVALLANKATU 17;29200;HARJAVALTA;PANKIN KONTTORI;NORDEA HARJAVALTA;24 H AUKIOLO;;61.314930;22.144610
O;04367;PORINTIE 4;29250;NAKKILA;PANKIN KONTTORI;OP NAKKILA;24 H AUKIOLO;;61.366050;22.003160
P;05868;FINPYYNTIE 5;29600;NOORMARKKU;KAUPPA;K-MARKET OSTERI;24 H AUKIOLO;;61.591701;21.869772
O;04032;VANHATIE 17;29630;POMARKKU;PANKIN KONTTORI;OP POMARKKU;24 H AUKIOLO;;61.695400;22.011930
O;04146;KANKAANP��NTIE 2;29810;SIIKAINEN;PANKIN KONTTORI;OP SIIKAINEN;24 H AUKIOLO;;61.877750;21.823070
P;05706;KAUPPATIE 51;29900;MERIKARVIA;KAUPPA;S-MARKET MERIKARVIA;24 H AUKIOLO;;61.859859;21.504841
T;40125;KARTANONKATU 11;30100;FORSSA;KAUPPAKESKUS;KARTANOKESKUS;LIIKETILAN AUKIOLO;;60.817100;23.628540
P;05754;KEITAANKATU 1;30100;FORSSA;HUOLTOASEMA;NESTE AUTOKEIDAS;LIIKETILAN AUKIOLO;;60.825734;23.576090
O;03831;MATKAILIJANKATU 2;30100;FORSSA;LIIKENNEPAIKKA;ABC FORSSA;24 H AUKIOLO;;60.827081;23.573744
O;05111;SIBELIUKSENKATU 3;30100;FORSSA;PANKIN KONTTORI;OP FORSSA;24 H AUKIOLO;;60.815067;23.629832
O;04206;TAPULIKUJA 6;30100;FORSSA;TAVARATALO;PRISMA FORSSA;24 H AUKIOLO;;60.812040;23.634700
EP;05614;TAPULIKUJA 6;30100;FORSSA;TAVARATALO;PRISMA FORSSA;LIIKETILAN AUKIOLO;;60.812190;23.637030
EP;05613;YHTI�NKATU;30100;FORSSA;TAVARATALO;K-CITYMARKET KUTOMON KAUPPPAKESKUS;LIIKETILAN AUKIOLO;;60.810430;23.630170
P;05854;SIURILANKATU 28;30300;FORSSA;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;60.802740;23.626150
P;05774;HAKKAPELIITANTIE 5;31300;TAMMELA;KAUPPA;S-MARKET TAMMELA;24 H AUKIOLO;;60.807562;23.758874
O;04154;JOENSUUNTIE 11;31400;SOMERO;PANKIN KONTTORI;OP SOMERO;24 H AUKIOLO;;60.627209;23.516388
O;05064;JOENSUUNTIE 27;31400;SOMERO;PANKIN KONTTORI;SP SOMERO;24 H AUKIOLO;;60.629627;23.513969
O;04282;H�MEENTIE 14;31500;KOSKI TL;PANKIN KONTTORI;POP KOSKI TL;24 H AUKIOLO;;60.654526;23.140497
P;05668;KESKUSKATU 12;31600;JOKIOINEN;PANKIN KONTTORI;OP JOKIOINEN;24 H AUKIOLO;;60.803640;23.484610
O;03985;HUMPPILANTIE 11;31640;HUMPPILA;PANKIN KONTTORI;OP HUMPPILA;24 H AUKIOLO;;60.921520;23.363450
P;05719;KISATIE 2;31760;URJALA;PANKIN KONTTORI;OP URJALA;24 H AUKIOLO;;61.081350;23.549990
P;05851;KAUPPAKATU 3;31900;PUNKALAIDUN;KAUPPA;K-SUPERMARKET POURU;24 H AUKIOLO;;61.113140;23.106100
O;04982;KURJENM�ENTIE 2;32100;YP�J�;PANKIN KONTTORI;OP YP�J�;24 H AUKIOLO;;60.803502;23.281831
O;04556;ALEKSIS KIVEN KATU 11;32200;LOIMAA;TAVARATALO;K-CITYMARKET LOIMAA;24 H AUKIOLO;;60.854469;23.044210
O;04661;ALEKSIS KIVEN KATU 7;32200;LOIMAA;TAVARATALO;PRISMA LOIMAA;24 H AUKIOLO;;60.855666;23.046107
T;40118;KAUPPALANKATU 5-7;32200;LOIMAA;KAUPPAKESKUS;TORIKULMA LOIMAA;LIIKETILAN AUKIOLO;;60.851900;23.057220
O;04983;VESIKOSKENKATU 13;32200;LOIMAA;PANKIN KONTTORI;NORDEA LOIMAA;24 H AUKIOLO;;60.851970;23.057870
O;03939;HIRVIKOSKENTIE 219;32210;LOIMAA;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;60.868210;22.987160
O;04143;LOIMIJOENTIE 81;32440;ALASTARO;KAUPPA;SALE ALASTARO;24 H AUKIOLO;;60.953692;22.864123
O;04051;YL�NEENTIE 2;32500;ORIP��;PANKIN KONTTORI;OP ORIP��;24 H AUKIOLO;;60.856340;22.696270
O;04519;SALLILANTIE 49;32610;VAMPULA;PANKIN KONTTORI;OP VAMPULA;24 H AUKIOLO;;61.026468;22.689317
O;05174;RISTO RYTIN KATU 2;32700;HUITTINEN;KAUPPAKESKUS;H�RK�PAKARI;24 H AUKIOLO;;61.174628;22.681284
O;05015;RISTO RYTIN KATU 37;32700;HUITTINEN;KAUPPA;S-MARKET HUITTINEN;24 H AUKIOLO;;61.177112;22.701297
T;40149;S�RM�KATU 1;32700;HUITTINEN;KAUPPA;K-SUPERMARKET LAUTTURI;LIIKETILAN AUKIOLO;;61.178820;22.697910
O;04161;P��TIE 11;32740;SASTAMALA;LIIKEKIINTEIST�;APTEEKKI;24 H AUKIOLO;;61.285140;22.697330
O;04412;HAAPIONKATU 14;32800;KOKEM�KI;KAUPPA;S-MARKET KOKEM�KI;24 H AUKIOLO;;61.255280;22.348560
EP;05633;HATANP��N VALTATIE 1;33100;TAMPERE;KAUPPAKESKUS;KOSKIKESKUS 2 .KRS;LIIKETILAN AUKIOLO;;61.496000;23.766960
EP;05634;HATANP��N VALTATIE 1;33100;TAMPERE;KAUPPAKESKUS;KOSKIKESKUS 2 KRS;LIIKETILAN AUKIOLO;;61.495970;23.766610
T;40021;HATANP��N VALTATIE 1;33100;TAMPERE;KAUPPAKESKUS;KOSKIKESKUS 1. KRS.;LIIKETILAN AUKIOLO;;61.495290;23.767930
P;05925;H�MEENKATU 12;33100;TAMPERE;PANKIN KONTTORI;OP TAMPERE;24 H AUKIOLO;;61.498298;23.767331
EP;05505;H�MEENKATU 4;33100;TAMPERE;TAVARATALO;STOCKMANN / LIUKUPORTAAN VIERESS�;LIIKETILAN AUKIOLO;;61.498518;23.770483
P;05915;H�MEENKATU 7;33100;TAMPERE;PANKIN KONTTORI;NORDEA H�MEENKATU 7;24 H AUKIOLO;;61.498227;23.768942
O;04547;KESKUSTORI;33100;TAMPERE;KIOSKI;KESKUSTORIN KIOSKI;24 H AUKIOLO;;61.497927;23.761336
P;05780;RAUTATIENKATU 25;33100;TAMPERE;RAUTATIEASEMA;RAUTATIEASEMA / ASEMATUNNELI;24 H AUKIOLO;;61.498388;23.772022
P;05765;TAMMELAN PUISTOKATU 26;33100;TAMPERE;KAUPPA;K-MARKET MESTARI;24 H AUKIOLO;;61.500805;23.779443
EP;05561;TULLIKATU 6;33100;TAMPERE;KAUPPAKESKUS;TULLINTORI / KATUTASO;LIIKETILAN AUKIOLO;;61.497820;23.777130
EP;05493;H�MEENKATU 21;33200;TAMPERE;TAVARATALO;SOKOS;LIIKETILAN AUKIOLO;;61.497130;23.757930
EP;05494;H�MEENKATU 21;33200;TAMPERE;TAVARATALO;SOKOS;LIIKETILAN AUKIOLO;;61.497130;23.757860
T;40025;H�MEENKATU 22;33200;TAMPERE;PANKIN KONTTORI;NORDEA H�MEENKATU 22;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 7 - 19:30;61.497580;23.756400
O;04427;KUNINKAANKATU 26;33200;TAMPERE;PANKIN KONTTORI;NORDEA TAMPERE;24 H AUKIOLO;;61.497700;23.757060
O;05041;KUNINKAANKATU 26;33200;TAMPERE;PANKIN KONTTORI;NORDEA TAMPERE;24 H AUKIOLO;;61.497710;23.757060
O;04713;IT�INENKATU 9;33210;TAMPERE;LIIKEKIINTEIST�;FINLAYSON;24 H AUKIOLO;;61.500954;23.759031
O;04241;KUNINKAANKATU 22;33210;TAMPERE;LIIKEKIINTEIST�;K�VELYKATU;24 H AUKIOLO;;61.498873;23.756534
EP;05562;PUUTARHAKATU 10;33210;TAMPERE;TAVARATALO;ANTTILA TAMPERE;LIIKETILAN AUKIOLO;;61.499198;23.756023
P;05778;SATAKUNNANKATU 36;33210;TAMPERE;KAUPPA;SALE AMURI;24 H AUKIOLO;;61.499990;23.748010
EP;05469;S�RK�NNIEMI;33230;TAMPERE;HUVIPUISTO;S�RK�NNIEMI / N�SINNEULAN RAKENNUS;LIIKETILAN AUKIOLO;;61.504680;23.743590
O;04734;PISPALAN VALTATIE 133;33270;TAMPERE;LIIKEKIINTEIST�;EPIL�;24 H AUKIOLO;;61.508013;23.669504
P;05841;TESOMANKATU 4;33310;TAMPERE;TAVARATALO;K-SUPERMARKET L�NSIPORTTI;24 H AUKIOLO;;61.504762;23.629424
O;04069;HARJUNTAUSTA 7;33400;TAMPERE;TAVARATALO;K-CITYMARKET LIELAHTI;24 H AUKIOLO;;61.515570;23.667120
EP;05465;HARJUNTAUSTA 7;33400;TAMPERE;TAVARATALO;K-CITYMARKET LIELAHTI;LIIKETILAN AUKIOLO;;61.515000;23.666740
O;04678;POSSIJ�RVENKATU 1;33400;TAMPERE;PANKIN KONTTORI;OP LIELAHTI;24 H AUKIOLO;;61.517720;23.663430
EP;05478;TURVESUONKATU 2;33400;TAMPERE;TAVARATALO;PRISMA LIELAHTI;LIIKETILAN AUKIOLO;;61.518601;23.661863
T;40127;TURVESUONKATU 2;33400;TAMPERE;TAVARATALO;PRISMA LIELAHTI;LIIKETILAN AUKIOLO;;61.518600;23.661860
O;03928;M�NNIST�NKUJA 2;33410;TAMPERE;KAUPPA;K-MARKET LENT�V�NNIEMI;24 H AUKIOLO;;61.527378;23.703111
O;04296;ASEMANTIE 2;33470;YL�J�RVI;LIIKEKIINTEIST�;SALE ASEMANTIE;24 H AUKIOLO;;61.556590;23.595360
EP;05483;ELOTIE 1;33470;YL�J�RVI;KAUPPAKESKUS;ELO;LIIKETILAN AUKIOLO;;61.556500;23.567260
EP;05655;HIITINTIE 1;33470;YL�J�RVI;LIIKENNEPAIKKA;ABC TEIVO;LIIKETILAN AUKIOLO;;61.531980;23.633820
O;03830;MIKKOLANTIE 1;33470;YL�J�RVI;PANKIN KONTTORI;OP YL�J�RVI;24 H AUKIOLO;;61.548820;23.596430
T;40075;SOPPEENTIE 2;33470;YL�J�RVI;PANKIN KONTTORI;NORDEA YL�J�RVI;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 06-22;61.549130;23.594820
O;04574;L�HDEVAINIONTIE 1;33480;YL�J�RVI;KAUPPA;S-MARKET YL�J�RVI;24 H AUKIOLO;;61.564350;23.594690
O;04058;ITSEN�ISYYDENKATU 11;33500;TAMPERE;PANKIN KONTTORI;OP TAMMELA;24 H AUKIOLO;;61.499120;23.780430
O;04746;ITSEN�ISYYDENKATU 17;33500;TAMPERE;PANKIN KONTTORI;NORDEA TAMMELA;24 H AUKIOLO;;61.499065;23.782199
O;04822;TAMMELAN PUISTOKATU 21;33500;TAMPERE;HUOLTOASEMA;NESTE TAMMELA;24 H AUKIOLO;;61.498239;23.779401
EP;05499;TEISKONTIE 35;33520;TAMPERE;SAIRAALA;TAYS /KESKUSSAIRAALA;LIIKETILAN AUKIOLO;;61.503820;23.817690
O;04787;SAMMONKATU 17;33540;TAMPERE;PANKIN KONTTORI;NORDEA KALEVA;24 H AUKIOLO;;61.497450;23.798020
EP;05464;SAMMONKATU 60;33540;TAMPERE;KAUPPA;S-MARKET KALEVA;LIIKETILAN AUKIOLO;;61.494279;23.813018
EP;05472;SAMMONKATU 75;33540;TAMPERE;TAVARATALO;PRISMA TAMPERE;LIIKETILAN AUKIOLO;;61.492109;23.819603
EP;05628;SAMMONKATU 75;33540;TAMPERE;TAVARATALO;PRISMA KALEVA;LIIKETILAN AUKIOLO;;61.492110;23.819600
O;04583;LIIKEKATU 3;33580;TAMPERE;KAUPPA;PRISMA LINNAINMAA;24 H AUKIOLO;;61.495680;23.882760
EP;05474;LIIKEKATU 3;33580;TAMPERE;TAVARATALO;PRISMA LINNAINMAA;LIIKETILAN AUKIOLO;;61.496240;23.882970
O;05437;M�ENTAKUSENKATU 1;33580;TAMPERE;TAVARATALO;K-CITYMARKET LINNAINMAA;24 H AUKIOLO;;61.496426;23.887977
O;04838;RISTINARKUNTIE 20;33700;TAMPERE;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;61.484190;23.850980
P;05767;KESKISENKATU 5;33710;TAMPERE;KAUPPA;S-MARKET KAUKAJ�RVI;24 H AUKIOLO;;61.473316;23.874006
